id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,price,listings_count,host_since,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
1762354,9263662,47.619297852244785,-122.31584578996916,2,1.0,1.0,1.0,3,1125,0,0,0,0,24,96.0,0.89,120.0,2,2013-10-06,100.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
948077,365687,47.6279574725614,-122.32466949471001,2,1.0,1.0,1.0,2,1125,12,29,59,329,77,100.0,2.28,99.0,1,2011-01-28,70.0,f,t,f,Capitol Hill,House,Entire home/apt,Real Bed,f,moderate,f,f
4841586,24916371,47.6153102881738,-122.31452450429319,4,1.0,1.0,2.0,1,1125,23,53,83,356,28,90.0,3.0,100.0,3,2014-12-16,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,moderate,f,f
8106277,24916371,47.6174995209421,-122.31409796168501,6,1.0,2.0,2.0,1,1125,30,60,90,365,1,100.0,0.45,135.0,3,2014-12-16,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
6689259,24916371,47.61602024189273,-122.31404921274489,4,1.0,2.0,2.0,1,1125,17,47,70,305,0,0.0,0.0,100.0,3,2014-12-16,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
5640214,19361478,47.61718398649332,-122.31828960639173,2,1.0,0.0,1.0,7,30,9,39,59,59,22,94.0,2.28,75.0,1,2014-08-03,90.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
5695717,29529103,47.618533637962074,-122.31850753795172,2,1.0,0.0,1.0,3,30,30,60,89,89,24,96.0,2.93,103.0,1,2015-03-17,100.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
4718921,457358,47.61601586797109,-122.3235361537,2,1.0,0.0,1.0,2,14,1,1,3,278,15,88.0,1.35,80.0,1,2011-03-22,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
557126,2739131,47.619677383892686,-122.32414704371844,2,1.0,1.0,1.0,2,7,23,53,79,168,175,97.0,4.26,90.0,2,2012-06-25,100.0,t,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,t,t
1090449,2739131,47.61784562394853,-122.3280946321029,4,1.0,1.0,1.0,2,8,25,55,85,354,135,95.0,4.18,135.0,2,2012-06-25,100.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,t,t
8053554,42532112,47.61918172215583,-122.32579297310566,2,1.0,1.0,1.0,1,1125,0,0,0,105,0,0.0,0.0,150.0,1,2015-08-25,0.0,f,t,f,Capitol Hill,Apartment,Private room,Airbed,f,moderate,f,f
2488228,12736784,47.62087465243189,-122.31805387771713,2,1.5,1.0,1.0,2,28,14,27,43,43,104,99.0,5.7,69.0,1,2014-03-02,100.0,t,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,f,f
6865200,27849260,47.6162496444032,-122.32229209767401,2,1.0,1.0,1.0,1,1125,30,60,90,365,5,72.0,1.28,120.0,1,2015-02-16,0.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
8779676,6046471,47.61815863519004,-122.31918454766381,2,1.0,1.0,1.0,2,1125,20,50,80,355,6,87.0,2.22,65.0,2,2013-04-22,100.0,f,t,f,Capitol Hill,House,Private room,Real Bed,f,flexible,f,f
1100714,6046471,47.61724115861225,-122.31772664158956,4,1.0,1.0,2.0,2,30,17,47,76,76,134,80.0,5.63,75.0,2,2013-04-22,100.0,f,t,f,Capitol Hill,House,Private room,Real Bed,t,strict,f,f
8919372,21935332,47.61541249311203,-122.32496759922569,4,1.0,1.0,2.0,2,1125,12,12,12,167,5,92.0,2.63,110.0,1,2014-09-29,100.0,f,t,t,Capitol Hill,Condominium,Entire home/apt,Real Bed,f,strict,f,f
4129218,19294641,47.62379452222207,-122.31975059555351,4,1.0,0.0,2.0,1,1125,30,60,90,365,2,90.0,2.0,90.0,1,2014-08-01,100.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Pull-out Sofa,t,moderate,f,f
6390214,14683624,47.620468966502344,-122.31863469659731,2,1.0,0.0,1.0,2,1125,9,9,9,9,20,97.0,2.68,110.0,1,2014-04-24,78.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
9757138,30318175,47.623557023800046,-122.31515011674897,4,1.0,1.0,2.0,1,1125,8,21,21,27,0,0.0,0.0,70.0,1,2015-03-30,67.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
7872980,23352555,47.6164066677845,-122.32769003285853,5,2.0,2.0,2.0,1,1125,24,54,84,359,10,96.0,2.21,210.0,2,2014-11-04,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
7875887,23352555,47.61549540486638,-122.3264756668323,2,1.0,1.0,1.0,2,1125,24,54,84,359,8,100.0,1.79,90.0,2,2014-11-04,100.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,strict,f,f
458191,50893,47.62383113390761,-122.31930419533157,2,2.0,1.0,1.0,2,14,0,0,0,2,11,100.0,0.37,49.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,t,t
872152,50893,47.62552576449215,-122.32358942087922,4,2.5,2.0,2.0,3,1125,0,2,5,280,10,100.0,0.46,182.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,strict,t,t
458197,50893,47.62491523967346,-122.31972929514927,2,2.0,1.0,2.0,2,14,0,0,0,2,7,83.0,0.16,48.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,t,t
458193,50893,47.62476205344759,-122.32025970356639,4,2.0,1.0,2.0,2,14,0,0,0,2,6,96.0,0.14,69.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,t,t
458186,50893,47.623409952675196,-122.31919052384431,2,2.0,1.0,1.0,2,14,0,0,0,2,14,95.0,0.32,61.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,t,t
458183,50893,47.62477068451541,-122.31914268237028,2,2.0,1.0,1.0,2,21,0,0,0,2,9,91.0,0.26,52.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,t,t
13068,50893,47.61854651283646,-122.32631806552756,10,2.0,3.0,5.0,3,365,26,56,86,344,26,93.0,0.67,360.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,strict,t,t
384797,50893,47.625698103830516,-122.32095362196335,16,2.0,6.0,9.0,3,60,18,48,74,320,21,97.0,0.48,673.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,strict,t,t
458189,50893,47.62398243705371,-122.3203741915204,2,2.0,1.0,1.0,2,14,0,0,0,2,14,99.0,0.4,63.0,10,2009-11-02,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,t,t
9238818,50893,47.55364186010085,-122.36416852907087,4,1.0,2.0,3.0,3,1125,30,60,90,365,2,80.0,1.18,102.0,10,2009-11-02,100.0,f,t,t,Delridge,House,Entire home/apt,Real Bed,f,strict,t,t
7725597,40594184,47.62442077081123,-122.31717902032374,3,1.0,0.0,1.0,1,3,30,60,90,365,6,100.0,1.82,120.0,1,2015-08-05,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
4660517,12361167,47.623036141699494,-122.32647716232336,3,1.0,1.0,1.0,1,1125,10,40,70,345,25,95.0,1.96,210.0,2,2014-02-18,100.0,f,t,t,Capitol Hill,Cabin,Entire home/apt,Real Bed,f,moderate,f,f
2418658,12361167,47.61885233583088,-122.326261986149,2,1.0,0.0,1.0,1,1125,20,50,80,355,135,92.0,6.02,155.0,2,2014-02-18,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
3426639,7354306,47.621989756425364,-122.32225515138659,1,1.0,1.0,1.0,2,1125,4,27,57,331,71,87.0,3.88,62.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,Apartment,Private room,Real Bed,f,moderate,f,f
3424991,7354306,47.62343039682284,-122.32275084548395,2,1.0,1.0,1.0,2,60,8,38,68,343,55,88.0,2.98,64.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
4725935,7354306,47.62335266619228,-122.32306886058079,1,1.0,1.0,1.0,2,1125,19,49,79,354,44,90.0,3.38,40.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
5067177,7354306,47.623024856900244,-122.3242941727272,1,1.0,1.0,1.0,2,30,23,53,83,357,14,94.0,2.96,47.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
1355094,7354306,47.62328263700896,-122.32377651664234,2,1.0,1.0,1.0,2,1125,0,28,58,333,67,91.0,2.26,68.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
4710866,7354306,47.630111699400224,-122.30193408994921,1,3.5,1.0,1.0,2,14,23,53,83,357,18,94.0,1.75,33.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3994601,7354306,47.62954292196591,-122.30169503665829,1,3.5,1.0,1.0,2,1125,15,45,72,347,20,94.0,1.24,27.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
7873208,7354306,47.63121578772756,-122.30346029189744,1,3.5,1.0,1.0,2,1125,5,5,8,283,1,100.0,0.23,29.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3811828,7354306,47.63146986171493,-122.30188071346359,1,1.0,1.0,1.0,2,1125,22,52,82,357,19,94.0,1.11,29.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
7873345,7354306,47.62974045178952,-122.301833959305,1,3.5,1.0,1.0,2,1125,23,53,83,358,7,89.0,1.68,29.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3811930,7354306,47.631400783236884,-122.30308546938964,1,1.0,1.0,1.0,2,1125,23,53,83,358,21,92.0,1.23,30.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3811955,7354306,47.63155653419707,-122.30195778870709,1,1.0,1.0,1.0,2,1125,18,48,78,353,18,91.0,1.11,30.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
6591894,7354306,47.6308784992299,-122.30366464912828,1,3.5,1.0,1.0,2,1125,18,48,78,352,16,95.0,2.73,31.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3666970,7354306,47.630222635943724,-122.30324968056463,1,3.5,1.0,1.0,2,14,25,55,85,360,16,90.0,0.94,29.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3994634,7354306,47.629510021291615,-122.30307524312457,1,3.5,1.0,1.0,2,1125,9,39,69,344,25,90.0,1.54,29.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
8670484,7354306,47.63088967342538,-122.30360022102722,1,3.5,1.0,1.0,2,14,30,60,90,365,2,100.0,0.71,30.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
4710869,7354306,47.630407048986655,-122.30149005995749,1,3.5,1.0,1.0,2,14,17,47,77,352,14,99.0,1.49,30.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
3811872,7354306,47.630330308021385,-122.30170782108068,1,1.0,1.0,1.0,2,1125,16,46,76,351,20,85.0,1.2,31.0,18,2013-07-08,100.0,f,t,f,Capitol Hill,House,Shared room,Real Bed,f,strict,f,f
6118359,8977034,47.626963523069534,-122.32327274843482,4,2.0,1.0,1.0,1,1125,0,18,47,47,38,98.0,5.38,70.0,3,2013-09-21,100.0,t,t,t,Capitol Hill,House,Private room,Real Bed,t,moderate,f,f
6118291,8977034,47.627023261141204,-122.32346440467845,2,2.0,1.0,1.0,1,1125,14,44,73,73,46,97.0,5.54,95.0,3,2013-09-21,100.0,t,t,t,Capitol Hill,House,Private room,Real Bed,t,moderate,f,f
6492056,8977034,47.62511854513486,-122.32295932928496,6,2.0,2.0,3.0,2,1125,0,0,0,202,0,0.0,0.0,420.0,3,2013-09-21,100.0,t,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,strict,f,f
7665114,18999958,47.62239745150123,-122.32249951792956,2,1.5,1.0,1.0,4,15,0,17,17,146,0,0.0,0.0,90.0,1,2014-07-27,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
281789,31509,47.61988282407069,-122.3196125641577,2,8.0,1.0,1.0,1,27,27,27,27,28,5,100.0,0.1,99.0,4,2009-08-13,100.0,t,t,t,Capitol Hill,Bed & Breakfast,Private room,Real Bed,f,moderate,f,f
1961950,31509,47.61905245710695,-122.31769418440958,3,1.0,0.0,2.0,1,27,5,5,5,6,17,98.0,1.3,99.0,4,2009-08-13,100.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
9117301,31509,47.62040250864689,-122.31930914967494,2,1.0,1.0,1.0,1,28,18,18,18,61,0,0.0,0.0,99.0,4,2009-08-13,100.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
6076158,31509,47.61860859602773,-122.3196966339597,2,1.0,1.0,2.0,1,27,13,13,13,84,15,99.0,1.89,99.0,4,2009-08-13,100.0,t,t,t,Capitol Hill,Cabin,Entire home/apt,Real Bed,f,strict,f,f
3930270,20361123,47.618879529981186,-122.31795698565195,2,1.0,1.0,1.0,1,1125,20,50,80,355,117,94.0,7.45,58.0,2,2014-08-21,100.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,strict,f,f
5495802,20361123,47.61802136983288,-122.31710027947058,3,1.5,1.0,1.0,1,1125,20,50,80,355,19,94.0,2.38,125.0,2,2014-08-21,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
9016362,46325167,47.620680452736174,-122.32315852017412,2,1.5,1.0,1.0,1,1125,27,57,87,362,3,93.0,1.73,81.0,1,2015-10-11,100.0,f,t,f,Capitol Hill,Loft,Private room,Real Bed,f,flexible,f,f
7987846,41379323,47.61637313057735,-122.32460765065123,6,1.0,2.0,3.0,1,3,30,60,90,365,3,80.0,1.15,99.0,3,2015-08-13,100.0,f,t,t,Capitol Hill,Condominium,Entire home/apt,Real Bed,f,strict,f,f
8934054,41379323,47.62697761832084,-122.32429797480759,3,1.0,1.0,2.0,1,1125,22,52,82,357,4,60.0,1.9,75.0,3,2015-08-13,100.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,strict,f,f
9078843,41379323,47.61635696928595,-122.32633285077559,6,1.0,2.0,3.0,1,1125,30,60,90,365,0,0.0,0.0,109.0,3,2015-08-13,100.0,f,t,t,Capitol Hill,Condominium,Entire home/apt,Real Bed,f,strict,f,f
3803212,3543490,47.61487388413718,-122.31417732865728,4,1.0,1.0,1.0,1,1125,30,60,90,365,3,100.0,0.18,150.0,1,2012-09-12,25.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
752483,450548,47.61995120468389,-122.3166472457113,4,2.0,2.0,2.0,2,30,30,60,90,365,13,95.0,0.35,160.0,3,2011-03-19,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,moderate,f,t
447488,450548,47.61953146847298,-122.31581446685992,2,1.0,1.0,1.0,1,29,30,60,89,89,51,94.0,1.23,100.0,3,2011-03-19,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,f,t
82763,450548,47.620433507496074,-122.31688441662835,2,1.0,1.0,1.0,1,30,30,60,90,365,12,92.0,0.3,100.0,3,2011-03-19,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,f,t
1897000,2498708,47.6221781120089,-122.31757174477795,3,1.0,1.0,1.0,1,6,28,58,88,363,15,98.0,0.61,155.0,1,2012-05-30,0.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
6349598,22886966,47.62039949860968,-122.31746766729195,2,1.0,1.0,1.0,1,1125,2,2,2,95,8,88.0,1.46,135.0,1,2014-10-23,100.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
4809601,24772144,47.61701928519026,-122.32714704766069,4,2.0,2.0,3.0,1,1125,30,60,90,365,0,0.0,0.0,275.0,1,2014-12-12,0.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
4199019,7673693,47.621532629032714,-122.3250448630464,4,1.0,1.0,2.0,3,1125,23,53,83,358,0,0.0,0.0,110.0,5,2013-07-23,86.0,t,t,t,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
6477225,7673693,47.62066334231528,-122.32466118603516,7,1.0,2.0,2.0,2,180,0,0,0,0,12,92.0,1.71,100.0,5,2013-07-23,86.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
2688555,7673693,47.61760918397575,-122.32779110507346,8,2.0,2.0,3.0,4,1125,26,52,82,346,41,96.0,2.1,250.0,5,2013-07-23,86.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
6131411,7673693,47.6211245274145,-122.32487225136022,6,1.0,2.0,2.0,3,1125,6,6,6,190,5,96.0,0.69,150.0,5,2013-07-23,86.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
6210952,7673693,47.620265238565,-122.32453129842692,8,2.0,2.0,3.0,2,1125,0,0,0,0,2,100.0,0.29,300.0,5,2013-07-23,86.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
1928010,8315334,47.62491803102232,-122.3260380550972,2,1.5,1.0,2.0,1,7,25,51,76,340,132,95.0,5.34,79.0,3,2013-08-22,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,f,f
1562643,8315334,47.62425178613752,-122.32581754816404,8,3.5,4.0,5.0,1,1125,19,42,67,305,23,90.0,1.76,260.0,3,2013-08-22,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,flexible,f,f
1775016,8315334,47.62563419343173,-122.32466333147593,2,1.5,1.0,1.0,1,7,24,54,79,343,67,93.0,4.35,79.0,3,2013-08-22,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,f,f
7177194,17433748,47.626002633860146,-122.32330601661366,4,2.5,2.0,2.0,3,120,10,33,59,334,0,0.0,0.0,245.0,1,2014-06-30,100.0,f,t,t,Capitol Hill,Townhouse,Entire home/apt,Real Bed,f,flexible,f,f
7635966,2683918,47.619738139922966,-122.32100999851748,2,1.0,1.0,1.0,1,1125,0,0,0,132,2,100.0,0.43,220.0,1,2012-06-19,0.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,flexible,f,f
6325283,32916088,47.61699467773428,-122.3254852817951,2,1.0,0.0,1.0,1,1125,0,0,0,212,7,89.0,1.0,109.0,1,2015-05-08,78.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
8053921,11972863,47.61973159986639,-122.31681502157751,2,1.0,1.0,2.0,1,1125,14,14,14,279,15,97.0,3.54,45.0,1,2014-02-05,90.0,f,t,t,Capitol Hill,Apartment,Shared room,Real Bed,t,moderate,f,f
841049,555957,47.624247543300896,-122.31837941236564,1,1.0,1.0,1.0,1,31,25,55,85,360,279,95.0,7.59,58.0,3,2011-05-04,95.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
835149,555957,47.62238555951581,-122.31476729107668,1,1.0,1.0,1.0,1,6,27,57,87,362,263,96.0,7.19,58.0,3,2011-05-04,95.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
9866909,555957,47.626324273129576,-122.31708283896185,2,1.0,1.0,2.0,1,1125,25,55,85,360,0,0.0,0.0,78.0,3,2011-05-04,95.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,flexible,f,f
7128310,19799874,47.62224427031148,-122.32848759649916,2,1.0,1.0,2.0,1,1125,30,58,88,363,7,80.0,1.17,100.0,2,2014-08-10,100.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
7149703,19799874,47.621870507380564,-122.32784517420694,2,1.0,1.0,1.0,1,1125,25,44,44,138,24,93.0,4.62,59.0,2,2014-08-10,100.0,f,t,f,Capitol Hill,Apartment,Private room,Real Bed,f,moderate,f,f
7718203,8136493,47.61584268914464,-122.3255291415067,2,1.0,1.0,1.0,1,1125,0,0,0,121,9,100.0,1.86,80.0,1,2013-08-13,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
9774404,18746557,47.61706180281642,-122.32587242945196,2,1.0,0.0,1.0,1,1125,0,0,0,7,0,0.0,0.0,100.0,1,2014-07-23,0.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
7789438,2594393,47.619325656837425,-122.32582024415727,2,1.0,1.0,1.0,2,1125,21,51,74,349,19,99.0,4.87,139.0,1,2012-06-10,100.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
7775663,8759150,47.62171343215329,-122.32726173757591,2,1.5,1.0,1.0,1,1125,14,42,72,347,15,97.0,3.52,169.0,1,2013-09-10,88.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
8014547,42317546,47.620130939793995,-122.32402873242823,2,1.0,0.0,1.0,1,10,0,0,0,100,6,100.0,1.46,114.0,1,2015-08-23,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Futon,f,flexible,f,f
1716901,3650951,47.62029730683116,-122.32529437681043,4,1.0,1.0,2.0,3,6,0,0,2,95,15,97.0,2.1,85.0,1,2012-09-23,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
2217257,6397518,47.62114139903943,-122.32489272701945,4,1.0,1.0,1.0,3,1125,8,28,48,48,27,96.0,1.33,125.0,1,2013-05-14,100.0,t,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
7580593,1202954,47.61987049944747,-122.32398850842293,4,1.0,0.0,2.0,1,1125,0,0,0,2,0,0.0,0.0,190.0,1,2011-09-24,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
1828232,9565783,47.620564690786104,-122.32508155515544,2,1.0,1.0,1.0,1,1125,0,0,0,208,8,95.0,0.42,100.0,1,2013-10-22,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
9061439,47267675,47.62290309047737,-122.32598047568773,2,1.0,1.0,1.0,1,1125,0,0,0,61,0,0.0,0.0,40.0,1,2015-10-23,0.0,f,t,f,Capitol Hill,Apartment,Shared room,Real Bed,f,flexible,f,f
5618094,2886900,47.622443154802845,-122.31574146563536,2,1.0,1.0,1.0,1,1125,0,0,0,275,6,92.0,0.66,75.0,1,2012-07-10,50.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,flexible,f,f
279063,1382925,47.624650189150714,-122.31688944539671,2,1.0,1.0,1.0,1,14,29,59,89,364,294,91.0,6.06,89.0,2,2011-11-07,100.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,strict,f,f
1790020,1382925,47.62360708375329,-122.31723534881971,2,1.0,1.0,1.0,1,14,30,60,90,365,193,90.0,7.24,89.0,2,2011-11-07,100.0,f,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,strict,f,f
5030361,25966380,47.62032667146897,-122.31580513076577,2,1.0,1.0,1.0,2,30,16,33,33,126,49,96.0,4.98,90.0,1,2015-01-11,100.0,t,t,t,Capitol Hill,Apartment,Private room,Real Bed,f,moderate,f,f
6779893,35492206,47.6231865866163,-122.32722246938246,2,1.0,1.0,1.0,1,1125,30,60,90,365,7,100.0,1.21,250.0,1,2015-06-10,100.0,f,t,t,Capitol Hill,Condominium,Entire home/apt,Real Bed,f,flexible,f,f
796594,4196404,47.62297911233326,-122.32865604869335,2,1.0,1.0,1.0,3,1125,30,60,90,365,22,94.0,0.61,199.0,1,2012-11-20,0.0,f,t,f,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,strict,f,f
1030615,5090190,47.62869351239583,-122.32054223430286,2,1.0,1.0,1.0,2,180,12,12,12,14,83,99.0,2.48,95.0,2,2013-02-14,100.0,t,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,t,f
941467,5090190,47.63070461405453,-122.3211983180803,2,1.0,1.0,1.0,2,365,10,10,10,29,109,99.0,3.33,95.0,2,2013-02-14,100.0,t,t,t,Capitol Hill,House,Private room,Real Bed,f,moderate,t,f
6328923,32940818,47.62202852379674,-122.31635463069351,2,1.0,1.0,1.0,1,1125,30,59,89,364,19,97.0,2.57,89.0,4,2015-05-09,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
6481695,32940818,47.62035389780235,-122.31702609177357,2,1.0,1.0,1.0,1,1125,30,59,89,364,0,0.0,0.0,99.0,4,2015-05-09,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,strict,f,f
6387576,32940818,47.622050584666326,-122.31559908067568,2,1.0,1.0,1.0,1,30,30,59,89,357,38,97.0,4.91,89.0,4,2015-05-09,100.0,f,t,t,Capitol Hill,House,Private room,Real Bed,f,strict,f,f
6452801,32940818,47.619935222108936,-122.31834048094844,4,1.0,2.0,2.0,1,1125,30,59,89,364,18,100.0,2.47,159.0,4,2015-05-09,100.0,f,t,t,Capitol Hill,House,Entire home/apt,Real Bed,f,strict,f,f
7050492,24336313,47.62164177388772,-122.32684476576159,2,1.0,1.0,1.0,1,1125,18,37,61,61,12,93.0,2.02,110.0,2,2014-11-30,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
10157690,24336313,47.61952840790508,-122.3280671978358,2,1.0,1.0,1.0,2,1125,20,47,76,76,0,0.0,0.0,69.0,2,2014-11-30,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
10012724,50201633,47.614852878885,-122.32399211714062,1,1.0,1.0,1.0,1,28,13,18,47,47,2,100.0,2.0,25.0,2,2015-11-30,100.0,f,t,t,Capitol Hill,Apartment,Shared room,Real Bed,f,flexible,f,f
9727857,50201633,47.61485056899172,-122.3243035019593,1,1.0,1.0,1.0,1,28,6,27,56,56,3,100.0,3.0,25.0,2,2015-11-30,100.0,f,t,t,Capitol Hill,Apartment,Shared room,Real Bed,t,flexible,f,f
6768768,769622,47.61481835673556,-122.32505819810316,2,1.0,1.0,1.0,1,1125,0,0,0,182,8,95.0,1.22,159.0,1,2011-07-02,100.0,f,t,t,Capitol Hill,Apartment,Entire home/apt,Futon,f,flexible,f,f
